person,noise_type,intensity,ok,similarity,extract_failed,probe_path
Al_Sharpton,blur,3.00000000,0,0.87871748,0,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,blur,4.00000000,1,0.76482576,0,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,blur,5.00000000,0,0.62658471,0,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.00000000,1,0.99911767,0,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.10000000,0,nan,1,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.15000000,0,nan,1,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.20000000,0,nan,1,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.25000000,0,nan,1,Al_Sharpton/Al_Sharpton_0006.jpg
Al_Sharpton,occlusion,0.30000000,0,nan,1,Al_Sharpton/Al_Sharpton_0006.jpg
Albert_Costa,gaussian,0.00000000,1,1.00000012,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,gaussian,0.02000000,1,0.98823452,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,gaussian,0.05000000,1,0.95040011,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,gaussian,0.10000000,1,0.86500394,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,gaussian,0.20000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,gaussian,0.30000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,1.00000000,1,1.00000012,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,0.90000000,1,0.99950469,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,0.80000000,1,0.99829620,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,0.65000000,1,0.99427187,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,0.50000000,1,0.98512167,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,brightness,0.35000000,1,0.97409296,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,0.00000000,1,1.00000012,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,3.00000000,1,0.99667639,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,6.00000000,1,0.99709797,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,10.00000000,1,0.99645907,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,15.00000000,1,0.99398375,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,rotation,20.00000000,1,0.98911941,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,0.00000000,1,0.99274087,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,1.00000000,1,0.99150819,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,2.00000000,1,0.95397335,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,3.00000000,1,0.87957180,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,4.00000000,1,0.79591376,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,blur,5.00000000,0,0.71600848,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.00000000,1,0.99854517,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.10000000,0,0.48071831,0,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.15000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.20000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.25000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Albert_Costa,occlusion,0.30000000,0,nan,1,Albert_Costa/Albert_Costa_0006.jpg
Alejandro_Toledo,gaussian,0.00000000,1,1.00000000,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,gaussian,0.02000000,1,0.98612654,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,gaussian,0.05000000,1,0.92233908,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,gaussian,0.10000000,1,0.79889238,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,gaussian,0.20000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,gaussian,0.30000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,1.00000000,1,1.00000000,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,0.90000000,1,0.99920458,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,0.80000000,1,0.99753416,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,0.65000000,1,0.99528271,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,0.50000000,1,0.99105996,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,brightness,0.35000000,1,0.97831905,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,0.00000000,1,1.00000000,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,3.00000000,1,0.99760216,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,6.00000000,1,0.99639869,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,10.00000000,1,0.99515724,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,15.00000000,1,0.99607360,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,rotation,20.00000000,1,0.99605393,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,0.00000000,1,0.99402612,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,1.00000000,1,0.99256277,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,2.00000000,1,0.92716789,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,3.00000000,1,0.76752424,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,4.00000000,1,0.61951315,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,blur,5.00000000,1,0.54328418,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.00000000,1,0.99874306,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.10000000,0,0.33649284,0,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.15000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.20000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.25000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Alejandro_Toledo,occlusion,0.30000000,0,nan,1,Alejandro_Toledo/Alejandro_Toledo_0006.jpg
Ali_Naimi,gaussian,0.00000000,1,0.99999988,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,gaussian,0.02000000,1,0.98863953,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,gaussian,0.05000000,1,0.93994880,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,gaussian,0.10000000,1,0.84345543,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,gaussian,0.20000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,gaussian,0.30000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,1.00000000,1,0.99999988,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,0.90000000,1,0.99953371,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,0.80000000,1,0.99845731,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,0.65000000,1,0.99625850,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,0.50000000,1,0.99190944,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,brightness,0.35000000,1,0.98205584,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,0.00000000,1,0.99999988,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,3.00000000,1,0.99522066,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,6.00000000,1,0.99582314,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,10.00000000,1,0.99438572,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,15.00000000,1,0.98977470,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,rotation,20.00000000,1,0.98342216,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,0.00000000,1,0.99080884,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,1.00000000,1,0.98868036,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,2.00000000,1,0.92659307,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,3.00000000,1,0.86315662,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,4.00000000,1,0.77509898,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,blur,5.00000000,1,0.70013607,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.00000000,1,0.99749720,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.10000000,0,0.40228972,0,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.15000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.20000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.25000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Ali_Naimi,occlusion,0.30000000,0,nan,1,Ali_Naimi/Ali_Naimi_0006.jpg
Alvaro_Uribe,gaussian,0.00000000,1,1.00000012,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,gaussian,0.02000000,1,0.97117949,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,gaussian,0.05000000,0,0.86295784,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,gaussian,0.10000000,0,0.65999311,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,gaussian,0.20000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,gaussian,0.30000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,1.00000000,1,1.00000012,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,0.90000000,1,0.99801445,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,0.80000000,1,0.99568522,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,0.65000000,1,0.98939216,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,0.50000000,1,0.98083460,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,brightness,0.35000000,1,0.95804620,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,0.00000000,1,1.00000012,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,3.00000000,1,0.99496484,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,6.00000000,1,0.99187839,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,10.00000000,1,0.99261308,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,15.00000000,1,0.99095136,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,rotation,20.00000000,1,0.98840249,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,0.00000000,1,0.98458970,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,1.00000000,1,0.98123920,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,2.00000000,0,0.88305831,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,3.00000000,0,0.73239589,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,4.00000000,0,0.60534191,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,blur,5.00000000,0,0.52520889,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.00000000,1,0.99956948,0,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.10000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.15000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.20000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.25000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Alvaro_Uribe,occlusion,0.30000000,0,nan,1,Alvaro_Uribe/Alvaro_Uribe_0006.jpg
Amelia_Vega,gaussian,0.00000000,0,1.00000012,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,gaussian,0.02000000,0,0.98227209,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,gaussian,0.05000000,1,0.93474281,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,gaussian,0.10000000,0,0.84008545,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,gaussian,0.20000000,0,nan,1,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,gaussian,0.30000000,0,nan,1,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,1.00000000,0,1.00000012,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,0.90000000,1,0.99920100,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,0.80000000,1,0.99765211,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,0.65000000,0,0.99434936,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,0.50000000,0,0.98728341,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,brightness,0.35000000,1,0.98051751,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,rotation,0.00000000,0,1.00000012,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,rotation,3.00000000,0,0.99776918,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,rotation,6.00000000,1,0.99345380,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,rotation,10.00000000,0,0.99174702,0,Amelia_Vega/Amelia_Vega_0006.jpg
