env_type,env_id,device_did,owner_user_id,owner_user_did,collision,re_register,ok
linux,da5988a2a112ca1ea696ea95469a4105,didsm9:da5988a2a112ca1ea696ea95469a4105@user1:a2b4366b8de972e66d6b345e01b4e28e1ee4bad7531f0760997dadfdfaa01418,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,fda916824fe26d9d9b11c48189393022,didsm9:fda916824fe26d9d9b11c48189393022@user1:324a6faed1e0b03015e61de1e93aaeef4c551b0aba594547e309f8d576bc8d7d,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,ad47664c364003c6d5229eb554c37183,didsm9:ad47664c364003c6d5229eb554c37183@user1:15be136ce866a37603323109ae8aaf49676b681bbf7f211363d84b1129673b57,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,3c4a3c1e29208d46fd855394e02c074c,didsm9:3c4a3c1e29208d46fd855394e02c074c@user1:e54659553c21805b7eaaaac5dd61d549578a379a0135a57e98123d57d9071e71,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,78265461879a8f62aec24587bb2ed295,didsm9:78265461879a8f62aec24587bb2ed295@user1:20bc26f55602635f11c4c59bc502895a023f0ce37f71cf843b7adf15d4e5e41f,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,ba7f44e4fbc82c14c971f9d26e5ee478,didsm9:ba7f44e4fbc82c14c971f9d26e5ee478@user1:8f9e6b999d51639bddf6f8207d03709b1c09b47e4747440a9aeae5e1594e2191,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,8cb203a82bbe1594e3243dcffde3677d,didsm9:8cb203a82bbe1594e3243dcffde3677d@user1:061515510bc1bdd8127543c6a080e3b866a61cf8d4c9df223961363e37d3f930,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,4fc14d8d468e51157099423b6fd20562,didsm9:4fc14d8d468e51157099423b6fd20562@user1:f856774d7e2e478f5f927e00c951fe437b1d790c8904c1fc1ae179ff1b25a983,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,bec5b850371b0b607eddcb4c11737444,didsm9:bec5b850371b0b607eddcb4c11737444@user1:92c3ff4596df0591ffcdb8f3b416577619f77b683c2a1aaac5954db719929276,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
linux,a38aa170f24a24881ce5d4e812fc25fd,didsm9:a38aa170f24a24881ce5d4e812fc25fd@user1:57efc6d2f63eac0885a4cb38c9471385e67179c397e96926cc010bec5f008485,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,A952B65141A35532EA5048CA2FA1684B0E9B,didsm9:A952B65141A35532EA5048CA2FA1684B0E9B@user1:1870cf0cc589d9d0f5593233e42388c1de447ec16217db3ede4c574faee0c81a,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,A287A2FF842F6BF9EA98F2C6B73AA4DA2650,didsm9:A287A2FF842F6BF9EA98F2C6B73AA4DA2650@user1:9578dde34ddc668212ecad2857176fc27fb92b537a975d2e18cffc796c38c2d4,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,AD9E919CE9AC055B8C4F9324FABFF4BF9AD9,didsm9:AD9E919CE9AC055B8C4F9324FABFF4BF9AD9@user1:2871fe119d41fcd33cb3d32f352e9035b0aa1fd2d294c5adc052f91001c8cf96,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,1705A3F2BF042B85467F508756F3BE661A2E,didsm9:1705A3F2BF042B85467F508756F3BE661A2E@user1:5120fa03cf62c37eff653ce3966c11070d90b7bb24e00142d64560a382717d1b,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,85C95C97EE5A2452DDFCC5DC115899898D55,didsm9:85C95C97EE5A2452DDFCC5DC115899898D55@user1:51fca1e0c2c9a24734acbfe0858bb2ba91a1f0c87723303284163e424968730a,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,98FECC3BEDD5F1804B13074392C9E790ABB5,didsm9:98FECC3BEDD5F1804B13074392C9E790ABB5@user1:67372f6459c18cd2ca0c4bc25c6b3eb7e9406cc85a454e4c396a947b1b7e5cea,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,3AABD74E85E300CDBCCD54E29990921C17AE,didsm9:3AABD74E85E300CDBCCD54E29990921C17AE@user1:544edcfa800120c7b2f182cbe9270ee8ce5e0972c6d8e124945d6bd43b927dbc,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,A93883C91CD1CDB1BA3E8ED894CCFEEBC949,didsm9:A93883C91CD1CDB1BA3E8ED894CCFEEBC949@user1:2914c4cd76de60c1482ef3b2d2ecab06eb3a925df3eec4ad31c5aabdf63ab7d4,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,A53DD5968EA4C9A9EC8B6A8705EEAAB81930,didsm9:A53DD5968EA4C9A9EC8B6A8705EEAAB81930@user1:e0c54354af51ef2b6619e6ffce3f753068e17bfcf99dfab3ef4a98846431e0de,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
windows,DF4C3E967A43E874249CE0D0E83BFD197BCD,didsm9:DF4C3E967A43E874249CE0D0E83BFD197BCD@user1:9d54abfee8599102b563147b3a9d6e4eb5f1df8fa346224ff14442c40e9c2a48,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,145d9122-6f94-ecc2-de68-4ea0124c74b4,didsm9:145d9122-6f94-ecc2-de68-4ea0124c74b4@user1:603caf5cf366cc0561b955c11e898de89f491fc4f4878a378a86c98893b8548e,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,ead796a9-7e77-f567-11f3-30fe2232ca6e,didsm9:ead796a9-7e77-f567-11f3-30fe2232ca6e@user1:5798f543c05a51e01c7b86f7d673d677246a8e7fe222f441ef8ceab6343e6a31,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,8a387b5a-9e4c-8fa9-5418-a04a50de8d75,didsm9:8a387b5a-9e4c-8fa9-5418-a04a50de8d75@user1:f19372968664bdb401fb9985830db56c3ccd22c48cf212309f2f8f659eb73549,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,af0e5cee-869c-bfc6-27fb-2d83aef2c2ee,didsm9:af0e5cee-869c-bfc6-27fb-2d83aef2c2ee@user1:ce9312c75a1fcc0241aa69954e441bdd624a7bb69aabb85d13502a9d4b77c40c,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,538d39c9-7b65-b1a2-bcb8-abe2f6ff2370,didsm9:538d39c9-7b65-b1a2-bcb8-abe2f6ff2370@user1:d147bbd0e7d29348bab2cf70374de5f450e626421b113cae5311607a21dcf070,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,3b5a7487-31d6-c138-cabf-09702766cb00,didsm9:3b5a7487-31d6-c138-cabf-09702766cb00@user1:4e28a6b7426e40edfb16aa6a73fb3197e3c795dfefd68a8ec4b55c901abf1ba5,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,35723ffa-c297-9f7f-ca1c-4672d54ce412,didsm9:35723ffa-c297-9f7f-ca1c-4672d54ce412@user1:01110d2e081ea9378fd6a4f14561fc9e67aa5d0dc59b1c898a1c5d92a93aee99,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,b49af9a1-0abc-c11e-ba14-95b2a54bad47,didsm9:b49af9a1-0abc-c11e-ba14-95b2a54bad47@user1:7cae8b43ea1aff4da81a1e12c5f552d763cd79c8e73dc3b4532aa37385538ba1,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,758e461e-caf5-0901-689c-6d856a96bd28,didsm9:758e461e-caf5-0901-689c-6d856a96bd28@user1:9b6ac1e3b2794d514283bd6ac784c98306643b6278d81ec847b678dc71fa5921,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
vmware,a3fd805a-acaa-11fb-93e8-44639b090a48,didsm9:a3fd805a-acaa-11fb-93e8-44639b090a48@user1:f80834c920daa30233ce6004b2a62e393218dbf2961f4e0bb5e88cf07cd6af71,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,0,1,1
docker_clone,70108f13cea615f2cb081382f41c462cc9e24db962fd6e20a86231b694ea6582,didsm9:70108f13cea615f2cb081382f41c462cc9e24db962fd6e20a86231b694ea6582@user1:c1ff30c04005132430371be11d63d0f288a79a3e404fa85b9688cdb3da0936ea,user1,didsm9:user1:5a9c5d3bb53a4ce891b1923cd46f407d061dbcdb46b600041e2746ffaae727cd,1,0,1
#meta {"seed": 20260817, "mode": "quick", "n_per_type": 10}
