case_type,result,verify_authorize_ms,verify_st_ms,challenge_ms,total_ms
tampered_st,block,0.00000000,0.00000000,0.00000000,480.19146700
tampered_st,block,0.00000000,0.00000000,0.00000000,483.30849700
tampered_st,block,0.00000000,0.00000000,0.00000000,482.63784600
tampered_st,block,0.00000000,0.00000000,0.00000000,480.01971100
tampered_st,block,0.00000000,0.00000000,0.00000000,479.02894800
tampered_st,block,0.00000000,0.00000000,0.00000000,478.71284200
tampered_st,block,0.00000000,0.00000000,0.00000000,483.20105900
tampered_st,block,0.00000000,0.00000000,0.00000000,490.95372100
tampered_st,block,0.00000000,0.00000000,0.00000000,491.63995800
tampered_st,block,0.00000000,0.00000000,0.00000000,486.14272500
tampered_st,block,0.00000000,0.00000000,0.00000000,481.86421399
tampered_st,block,0.00000000,0.00000000,0.00000000,479.25985600
tampered_st,block,0.00000000,0.00000000,0.00000000,477.10478700
tampered_st,block,0.00000000,0.00000000,0.00000000,480.04464700
tampered_st,block,0.00000000,0.00000000,0.00000000,478.65895100
tampered_st,block,0.00000000,0.00000000,0.00000000,481.27592400
tampered_st,block,0.00000000,0.00000000,0.00000000,481.11046900
tampered_st,block,0.00000000,0.00000000,0.00000000,489.21443800
tampered_st,block,0.00000000,0.00000000,0.00000000,476.95998100
tampered_st,block,0.00000000,0.00000000,0.00000000,478.76670500
tampered_st,block,0.00000000,0.00000000,0.00000000,477.02180600
tampered_st,block,0.00000000,0.00000000,0.00000000,477.24329901
tampered_st,block,0.00000000,0.00000000,0.00000000,480.80771900
tampered_st,block,0.00000000,0.00000000,0.00000000,482.09382500
tampered_st,block,0.00000000,0.00000000,0.00000000,483.35423900
tampered_st,block,0.00000000,0.00000000,0.00000000,489.32298600
tampered_st,block,0.00000000,0.00000000,0.00000000,488.60856600
tampered_st,block,0.00000000,0.00000000,0.00000000,484.47108500
tampered_st,block,0.00000000,0.00000000,0.00000000,482.19546500
tampered_st,block,0.00000000,0.00000000,0.00000000,486.06281100
tampered_st,block,0.00000000,0.00000000,0.00000000,485.58834800
tampered_st,block,0.00000000,0.00000000,0.00000000,483.25204100
tampered_st,block,0.00000000,0.00000000,0.00000000,487.84501900
tampered_st,block,0.00000000,0.00000000,0.00000000,486.85590800
tampered_st,block,0.00000000,0.00000000,0.00000000,490.22393700
tampered_st,block,0.00000000,0.00000000,0.00000000,494.47634099
tampered_st,block,0.00000000,0.00000000,0.00000000,496.27919900
tampered_st,block,0.00000000,0.00000000,0.00000000,481.77538300
tampered_st,block,0.00000000,0.00000000,0.00000000,483.34221000
did_spoofing,block,162.76264191,163.21206093,0,330.81275799
did_spoofing,block,164.44993019,163.16032410,0,319.50214000
did_spoofing,block,160.20226479,159.68728065,0,325.33668599
did_spoofing,block,161.92507744,162.98604012,0,324.79410600
did_spoofing,block,159.64579582,166.58329964,0,329.59669000
did_spoofing,block,163.78688812,167.81234741,0,325.77754500
did_spoofing,block,165.58313370,163.79547119,0,318.60177900
did_spoofing,block,160.28261185,161.32211685,0,317.62332600
did_spoofing,block,164.19720650,162.13440895,0,319.87656500
did_spoofing,block,160.19439697,158.89525414,0,316.53064800
did_spoofing,block,159.44623947,159.59262848,0,317.26945400
did_spoofing,block,160.33864021,159.81507301,0,319.37843700
did_spoofing,block,159.76214409,159.84559059,0,314.99436200
did_spoofing,block,158.26821327,159.92283821,0,319.23673100
did_spoofing,block,160.42065620,161.03935242,0,318.16153800
did_spoofing,block,161.00215912,161.82518005,0,326.23762000
did_spoofing,block,163.42878342,164.29519653,0,322.25395701
did_spoofing,block,158.91289711,160.52556038,0,321.35545300
did_spoofing,block,163.68389130,162.03522682,0,319.20525600
did_spoofing,block,159.52444077,161.78512573,0,323.48928400
did_spoofing,block,162.79816628,164.06536102,0,318.59321600
did_spoofing,block,161.74221039,160.40754318,0,320.60557500
did_spoofing,block,162.93835640,161.36789322,0,317.39186600
did_spoofing,block,159.12413597,159.11936760,0,316.39583300
did_spoofing,block,159.22832489,159.95621681,0,315.69027200
did_spoofing,block,158.54763985,162.16444969,0,321.32814100
did_spoofing,block,160.22181511,160.19439697,0,320.43959300
did_spoofing,block,161.08679771,163.64455223,0,325.08926600
did_spoofing,block,159.08455849,159.24143791,0,318.76365500
did_spoofing,block,162.12511063,163.02728653,0,320.48230099
did_spoofing,block,157.76276588,158.51521492,0,318.39800400
did_spoofing,block,158.54191780,159.78932381,0,318.87773600
did_spoofing,block,159.44814682,158.96630287,0,316.70779100
did_spoofing,block,158.38170052,161.95368767,0,323.80727100
did_spoofing,block,159.99102592,158.84375572,0,319.99914100
did_spoofing,block,160.31479836,160.10379791,0,323.96347700
did_spoofing,block,161.44895554,160.18176079,0,322.33620900
did_spoofing,block,162.56189346,162.17970848,0,323.37169400
did_spoofing,block,161.69500351,160.02368927,0,322.32621399
did_spoofing,block,164.07680511,162.75286674,0,325.59495600
did_spoofing,block,159.73401070,160.91203690,0,324.39597700
did_spoofing,block,158.15925598,160.47000885,0,315.37404700
did_spoofing,block,164.04819489,162.41765022,0,323.95509499
did_spoofing,block,163.82741928,166.53418541,0,331.02517100
did_spoofing,block,167.98520088,167.34910011,0,327.32373200
did_spoofing,block,164.84737396,164.56055641,0,332.58047800
did_spoofing,block,162.23931313,162.10436821,0,328.62651499
did_spoofing,block,164.80231285,163.52415085,0,319.32064100
did_spoofing,block,162.69183159,160.73989868,0,323.94056900
did_spoofing,block,162.08648682,162.02688217,0,320.37958500
did_spoofing,block,164.05558586,161.41557693,0,326.80205200
did_spoofing,block,162.12701797,163.81740570,0,325.96928800
did_spoofing,block,162.95599937,163.26594353,0,328.63167000
did_spoofing,block,165.91310501,164.89768028,0,322.50508500
did_spoofing,block,160.07685661,158.28156471,0,315.77169100
did_spoofing,block,157.94682503,158.34164619,0,314.66864800
did_spoofing,block,158.53571892,157.95063972,0,316.11675000
did_spoofing,block,160.15672684,158.78868103,0,317.67757500
did_spoofing,block,159.70134735,161.14258766,0,316.85013200
did_spoofing,block,159.12079811,160.57825089,0,319.02216200
did_spoofing,block,160.39180756,161.93866730,0,324.29786200
did_spoofing,block,163.71273994,162.35065460,0,321.13260200
did_spoofing,block,164.68453407,165.82059860,0,319.49103400
did_spoofing,block,159.84416008,159.14869308,0,318.11740600
did_spoofing,block,158.68663788,159.66415405,0,319.50301300
did_spoofing,block,158.89358521,157.89961815,0,318.55460500
did_spoofing,block,160.19153595,159.15036201,0,321.04266400
did_spoofing,block,160.79926491,161.80777550,0,319.38758900
did_spoofing,block,160.17794609,162.34660149,0,321.38598100
did_spoofing,block,162.37998009,162.84632683,0,325.40932100
did_spoofing,block,163.38825226,164.42704201,0,327.54701200
did_spoofing,block,163.56587410,166.71705246,0,329.03898101
did_spoofing,block,164.82186317,165.64917564,0,321.66794300
did_spoofing,block,162.58859634,162.75215149,0,324.67406200
did_spoofing,block,163.41233253,158.56885910,0,323.60985600
did_spoofing,block,159.00349617,159.10840034,0,316.74552800
did_spoofing,block,159.40046310,159.59739685,0,306.89097301
did_spoofing,block,155.20906448,156.56208992,0,313.56238900
did_spoofing,block,157.20200539,156.61573410,0,310.72308300
did_spoofing,block,156.61334991,157.39297867,0,312.42613900
did_spoofing,block,158.49232674,159.71875191,0,318.83066200
did_spoofing,block,161.83757782,160.56656837,0,321.11142100
did_spoofing,block,161.47923470,163.33770752,0,325.29302300
did_spoofing,block,162.10365295,162.72592545,0,321.78586000
did_spoofing,block,163.98429871,162.88733482,0,324.32519500
did_spoofing,block,164.26086426,161.02862358,0,323.94016899
did_spoofing,block,158.13517570,158.25700760,0,317.50472100
did_spoofing,block,160.36629677,163.06495667,0,324.91230200
did_spoofing,block,163.42782974,158.80060196,0,319.60243100
did_spoofing,block,163.15817833,162.36186028,0,325.93432600
did_spoofing,block,159.89494324,163.04636002,0,329.45169800
did_spoofing,block,163.71273994,161.93103790,0,323.96173900
did_spoofing,block,160.07781029,162.31799126,0,323.33808400
did_spoofing,block,159.06572342,160.03513336,0,322.99564500
did_spoofing,block,163.23637962,163.08188438,0,319.27543601
did_spoofing,block,162.52541542,162.54496574,0,325.80892300
did_spoofing,block,163.78688812,163.01250458,0,327.95856900
did_spoofing,block,167.82641411,166.78738594,0,329.45371900
did_spoofing,block,162.88781166,164.30711746,0,322.21434200
did_spoofing,block,162.01734543,162.76741028,0,319.37761300
unbound,block,0.00000000,0.00000000,0.00000000,324.00170600
unbound,block,0.00000000,0.00000000,0.00000000,324.97062300
unbound,block,0.00000000,0.00000000,0.00000000,327.07050800
unbound,block,0.00000000,0.00000000,0.00000000,322.81627900
unbound,block,0.00000000,0.00000000,0.00000000,317.01558299
unbound,block,0.00000000,0.00000000,0.00000000,320.58122400
unbound,block,0.00000000,0.00000000,0.00000000,321.06216900
unbound,block,0.00000000,0.00000000,0.00000000,322.76726900
unbound,block,0.00000000,0.00000000,0.00000000,325.15413300
unbound,block,0.00000000,0.00000000,0.00000000,327.10225700
unbound,block,0.00000000,0.00000000,0.00000000,323.02135700
unbound,block,0.00000000,0.00000000,0.00000000,326.58870200
unbound,block,0.00000000,0.00000000,0.00000000,324.58078600
unbound,block,0.00000000,0.00000000,0.00000000,324.69710400
unbound,block,0.00000000,0.00000000,0.00000000,321.83662000
unbound,block,0.00000000,0.00000000,0.00000000,321.78449800
unbound,block,0.00000000,0.00000000,0.00000000,320.41039500
unbound,block,0.00000000,0.00000000,0.00000000,321.17634600
unbound,block,0.00000000,0.00000000,0.00000000,322.39848900
unbound,block,0.00000000,0.00000000,0.00000000,320.61213500
unbound,block,0.00000000,0.00000000,0.00000000,326.80358500
unbound,block,0.00000000,0.00000000,0.00000000,322.75562000
unbound,block,0.00000000,0.00000000,0.00000000,323.34428600
unbound,block,0.00000000,0.00000000,0.00000000,319.48511400
unbound,block,0.00000000,0.00000000,0.00000000,321.58199100
unbound,block,0.00000000,0.00000000,0.00000000,325.93137601
unbound,block,0.00000000,0.00000000,0.00000000,330.01402300
unbound,block,0.00000000,0.00000000,0.00000000,323.45617100
unbound,block,0.00000000,0.00000000,0.00000000,325.51850899
unbound,block,0.00000000,0.00000000,0.00000000,321.83574500
unbound,block,0.00000000,0.00000000,0.00000000,322.86572900
unbound,block,0.00000000,0.00000000,0.00000000,326.08953200
unbound,block,0.00000000,0.00000000,0.00000000,324.05925100
unbound,block,0.00000000,0.00000000,0.00000000,325.07179301
unbound,block,0.00000000,0.00000000,0.00000000,317.83992600
unbound,block,0.00000000,0.00000000,0.00000000,318.61491000
unbound,block,0.00000000,0.00000000,0.00000000,317.53732300
unbound,block,0.00000000,0.00000000,0.00000000,318.12867500
unbound,block,0.00000000,0.00000000,0.00000000,319.61720699
unbound,block,0.00000000,0.00000000,0.00000000,320.46860500
unbound,block,0.00000000,0.00000000,0.00000000,317.97854900
unbound,block,0.00000000,0.00000000,0.00000000,320.93860800
unbound,block,0.00000000,0.00000000,0.00000000,323.42333601
unbound,block,0.00000000,0.00000000,0.00000000,318.47857900
unbound,block,0.00000000,0.00000000,0.00000000,323.17114200
unbound,block,0.00000000,0.00000000,0.00000000,318.11545400
unbound,block,0.00000000,0.00000000,0.00000000,316.57772400
unbound,block,0.00000000,0.00000000,0.00000000,319.31565700
unbound,block,0.00000000,0.00000000,0.00000000,321.57281000
unbound,block,0.00000000,0.00000000,0.00000000,325.05921300
unbound,block,0.00000000,0.00000000,0.00000000,319.79764300
unbound,block,0.00000000,0.00000000,0.00000000,318.82866400
unbound,block,0.00000000,0.00000000,0.00000000,320.90916200
unbound,block,0.00000000,0.00000000,0.00000000,319.16082000
unbound,block,0.00000000,0.00000000,0.00000000,320.37001000
unbound,block,0.00000000,0.00000000,0.00000000,319.51296400
unbound,block,0.00000000,0.00000000,0.00000000,321.99115500
unbound,block,0.00000000,0.00000000,0.00000000,321.76054201
unbound,block,0.00000000,0.00000000,0.00000000,324.51219700
unbound,block,0.00000000,0.00000000,0.00000000,326.21787601
unbound,block,0.00000000,0.00000000,0.00000000,330.88646000
unbound,block,0.00000000,0.00000000,0.00000000,323.60883900
unbound,block,0.00000000,0.00000000,0.00000000,323.45914000
unbound,block,0.00000000,0.00000000,0.00000000,326.38374400
unbound,block,0.00000000,0.00000000,0.00000000,323.53255400
unbound,block,0.00000000,0.00000000,0.00000000,326.55598500
unbound,block,0.00000000,0.00000000,0.00000000,328.89477001
unbound,block,0.00000000,0.00000000,0.00000000,327.90175200
unbound,block,0.00000000,0.00000000,0.00000000,325.59482100
unbound,block,0.00000000,0.00000000,0.00000000,330.34062000
unbound,block,0.00000000,0.00000000,0.00000000,326.58089300
unbound,block,0.00000000,0.00000000,0.00000000,321.82591500
unbound,block,0.00000000,0.00000000,0.00000000,320.36979400
unbound,block,0.00000000,0.00000000,0.00000000,325.85980800
unbound,block,0.00000000,0.00000000,0.00000000,317.75852800
unbound,block,0.00000000,0.00000000,0.00000000,317.30679000
unbound,block,0.00000000,0.00000000,0.00000000,307.74019400
unbound,block,0.00000000,0.00000000,0.00000000,313.67304400
unbound,block,0.00000000,0.00000000,0.00000000,310.16523500
unbound,block,0.00000000,0.00000000,0.00000000,310.83670000
unbound,block,0.00000000,0.00000000,0.00000000,311.21442100
unbound,block,0.00000000,0.00000000,0.00000000,319.25000700
unbound,block,0.00000000,0.00000000,0.00000000,311.55293900
unbound,block,0.00000000,0.00000000,0.00000000,314.32312000
unbound,block,0.00000000,0.00000000,0.00000000,316.23035200
unbound,block,0.00000000,0.00000000,0.00000000,317.46791500
unbound,block,0.00000000,0.00000000,0.00000000,316.65773500
unbound,block,0.00000000,0.00000000,0.00000000,316.03283500
unbound,block,0.00000000,0.00000000,0.00000000,316.96405700
unbound,block,0.00000000,0.00000000,0.00000000,322.28306800
unbound,block,0.00000000,0.00000000,0.00000000,325.46686100
unbound,block,0.00000000,0.00000000,0.00000000,321.42100899
unbound,block,0.00000000,0.00000000,0.00000000,322.06979200
unbound,block,0.00000000,0.00000000,0.00000000,322.22294400
unbound,block,0.00000000,0.00000000,0.00000000,324.65723000
unbound,block,0.00000000,0.00000000,0.00000000,312.57546299
unbound,block,0.00000000,0.00000000,0.00000000,313.85098200
unbound,block,0.00000000,0.00000000,0.00000000,314.24288200
unbound,block,0.00000000,0.00000000,0.00000000,312.22846800
unbound,block,0.00000000,0.00000000,0.00000000,312.27160400
#meta {"seed": 20260817, "n_per_case": 100}
